Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
EFCAB14,-0.064106328,0.680409836,-0.846059999,0.399164172,0.726875247,-6.079904108,0.636271053,0.700377381
PBLD,-0.11593302,1.082388525,-0.849042996,0.397508742,0.726875247,-6.077434979,1.002565789,1.11849881
ARHGAP5,-0.161483208,0.778061475,-0.845568516,0.399437326,0.726875247,-6.080310101,0.666876316,0.828359524
CD3E,-0.085961529,0.190515574,-0.847038106,0.398620904,0.726875247,-6.079095441,0.131328947,0.217290476
PDCD1LG2,-0.072145426,0.186984426,-0.84598963,0.399203275,0.726875247,-6.079962251,0.137310526,0.209455952
SEMA4D,-0.080371679,0.706135246,-0.846859155,0.398720265,0.726875247,-6.079243461,0.650797368,0.731169048
DOK1,-0.239672306,4.200536066,-0.851699821,0.396037855,0.726875247,-6.075228604,4.035515789,4.275188095
DUT,-0.248780827,4.130318033,-0.84537793,0.39954328,0.726875247,-6.080467474,3.959026316,4.207807143
HSPA1A,0.223093233,2.24517377,0.85077508,0.396549437,0.726875247,-6.075997333,2.398778947,2.175685714
IFIT3,-0.239436466,1.40705,-0.846718987,0.398798102,0.726875247,-6.07935938,1.242192105,1.481628571
NAA10,-0.190958208,1.920255738,-0.846504866,0.398917025,0.726875247,-6.079536421,1.788776316,1.979734524
RAB33A,-0.171823997,1.721265574,-0.846868613,0.398715013,0.726875247,-6.079235639,1.602960526,1.774784524
STX6,-0.162064975,1.813890984,-0.848134722,0.398012349,0.726875247,-6.078187697,1.702305263,1.864370238
LRRC38,-0.100818296,0.27757377,-0.84345472,0.400613417,0.727690255,-6.082053562,0.208157895,0.30897619
FAS,0.086652318,0.51847459,0.843776381,0.400434313,0.727690255,-6.081788534,0.578136842,0.491484524
NAGK,-0.214853195,1.712760656,-0.84283759,0.400957177,0.72786482,-6.082561758,1.564828947,1.779682143
LYPD1,-0.179840288,0.890613934,-0.836953545,0.40424377,0.729085037,-6.087388707,0.766789474,0.946629762
F2,0.035188722,0.192853279,0.836306415,0.404606225,0.729085037,-6.087917538,0.217081579,0.181892857
GJA8,0.115765163,-1.230522951,0.839323146,0.402918248,0.729085037,-6.085448835,-1.150815789,-1.266580952
HRC,-0.073103947,0.312654918,-0.836670586,0.404402231,0.729085037,-6.08761999,0.262321053,0.335425
IFIT1,-0.155493672,0.553140164,-0.838411554,0.403427868,0.729085037,-6.086195751,0.446078947,0.601572619
TP53,-0.139547807,2.005142623,-0.840601279,0.402204373,0.729085037,-6.084400242,1.909060526,2.048608333
FH,0.144514536,0.27425082,0.836536201,0.4044775,0.729085037,-6.087729804,0.373752632,0.229238095
LACTB2,-0.163938283,2.637386066,-0.837095243,0.404164432,0.729085037,-6.087272859,2.524510526,2.68844881
LGALS8,-0.12814718,1.34227459,-0.837983006,0.40366758,0.729085037,-6.086546606,1.254042105,1.382189286
PECAM1,-0.067069737,0.664184426,-0.839442019,0.402851821,0.729085037,-6.085351377,0.618005263,0.685075
SEPTIN8,0.119440602,1.703838525,0.837095793,0.404164125,0.729085037,-6.087272409,1.786076316,1.666635714
STK4,-0.179430952,2.616442623,-0.838526351,0.403363669,0.729085037,-6.086101736,2.4929,2.672330952
S100A11,0.222822306,0.759515574,0.835648607,0.404974862,0.729302156,-6.088454679,0.912934211,0.690111905
PCDHB15,0.093250564,0.323863115,0.835156731,0.405250643,0.729351892,-6.088856054,0.388068421,0.294817857
TEX101,-0.152317043,-0.231954918,-0.834622931,0.405550058,0.729401868,-6.089291375,-0.336828947,-0.184511905
NPC2,-0.092531454,1.270204918,-0.834107399,0.405839353,0.729401868,-6.089711536,1.206494737,1.29902619
PPM1F,-0.12787995,1.647609016,-0.833780335,0.406022952,0.729401868,-6.089977963,1.559560526,1.687440476
PDZD2,-0.117356892,1.208055738,-0.833049739,0.406433258,0.729692942,-6.090572733,1.127252632,1.244609524
IMPA1,-0.138919048,0.83784918,-0.83148352,0.407313698,0.730827202,-6.091846038,0.7422,0.881119048
CIRBP,-0.20654198,3.133643443,-0.830221349,0.408024056,0.731655094,-6.092870435,2.991434211,3.19797619
BTNL10,0.054316353,-0.016213934,0.829304845,0.408540338,0.732134179,-6.093613319,0.021184211,-0.033132143
DNMBP,0.226530576,2.25824918,0.828436313,0.40902996,0.732564931,-6.09431657,2.414221053,2.187690476
QSOX1,0.052475501,0.38647459,0.824091411,0.411484636,0.735136362,-6.097823702,0.422605263,0.370129762
PMCH,-0.121094925,-2.011057377,-0.822871089,0.412175652,0.735136362,-6.098805445,-2.094434211,-1.973339286
GFRA2,-0.045237155,0.233944262,-0.82211626,0.412603428,0.735136362,-6.099411981,0.202797368,0.248034524
ADAM12,-0.082418296,0.851854918,-0.822964596,0.412122679,0.735136362,-6.09873027,0.795107895,0.87752619
KIAA2013,0.081402193,0.198913115,0.824976906,0.410983654,0.735136362,-6.097110424,0.254960526,0.173558333
MYLPF,-0.113723559,0.296054098,-0.824471003,0.411269831,0.735136362,-6.097518028,0.217752632,0.33147619
UBQLN3,0.155178195,-0.195922951,0.822010199,0.412663556,0.735136362,-6.099497162,-0.089078947,-0.244257143
APP,-0.138399373,1.392422951,-0.822991858,0.412107235,0.735136362,-6.098708351,1.297131579,1.435530952
RABEPK,0.152827506,1.10830082,0.821916095,0.41271691,0.735136362,-6.09957273,1.213526316,1.06069881
ACRV1,-0.222498183,0.129927049,-0.820952188,0.413263651,0.735219051,-6.100346283,-0.023268421,0.199229762
BAG3,-0.07874787,0.757117213,-0.821391102,0.41301464,0.735219051,-6.099994158,0.702897368,0.781645238
SNED1,-0.074760464,-0.656172951,-0.820040088,0.413781407,0.735694831,-6.101077434,-0.707647368,-0.632886905
FOLR3,0.350752068,-2.222567213,0.817757583,0.415078777,0.735846363,-6.102903594,-1.981065789,-2.331817857
FCRL6,-0.151783083,0.540759016,-0.817247794,0.415368872,0.735846363,-6.103310773,0.436252632,0.588035714
UXS1,-0.083286466,0.424136885,-0.818421647,0.414701074,0.735846363,-6.102372816,0.366792105,0.450078571
ATP6V1G1,0.242757018,2.087229508,0.818043576,0.414916086,0.735846363,-6.102675056,2.254373684,2.011616667
PARP1,-0.312935589,2.206090164,-0.819181111,0.414269362,0.735846363,-6.101765264,1.990626316,2.303561905
TBL1X,-0.206790288,2.524819672,-0.817471758,0.415241411,0.735846363,-6.103131919,2.382439474,2.589229762
THBS2,0.081831579,0.749588525,0.816797933,0.415624966,0.735856491,-6.103669877,0.805931579,0.7241
STX7,-0.12049104,0.037892623,-0.81415129,0.417133539,0.736539898,-6.105778618,-0.045068421,0.075422619
ALDH2,0.126798935,0.307022131,0.815491661,0.416369126,0.736539898,-6.104711509,0.394326316,0.267527381
STC1,0.11192713,1.035782787,0.814139598,0.41714021,0.736539898,-6.105787918,1.112847368,1.000920238
BRAP,-0.187289223,3.565216393,-0.813528211,0.417489165,0.736539898,-6.106274077,3.436263158,3.623552381
DPY30,0.178319737,1.936267213,0.81356225,0.417469732,0.736539898,-6.10624702,2.059044737,1.880725
TXN,0.160214098,1.91359918,0.813483623,0.417514621,0.736539898,-6.106309519,2.023910526,1.863696429
NECTIN2,-0.058917293,0.824884426,-0.811986079,0.418370124,0.737257345,-6.107498738,0.784318421,0.843235714
UPK3A,0.105961591,-0.030772951,0.811893548,0.418423018,0.737257345,-6.107572146,0.042184211,-0.063777381
RSPO3,-0.075017794,1.175164754,-0.810480072,0.419231515,0.738239318,-6.108692491,1.123513158,1.198530952
IGFL4,-0.118497556,-0.390298361,-0.809528155,0.419776527,0.73831431,-6.109445908,-0.471886842,-0.353389286
FCN2,-0.083106516,0.227302459,-0.809932332,0.419545067,0.73831431,-6.10912612,0.170081579,0.253188095
LAMP3,-0.085408584,1.515953279,-0.808903476,0.42013441,0.738501814,-6.10993985,1.457147368,1.542555952
CLU,0.045466541,0.174568852,0.80706906,0.421186411,0.739423956,-6.111388164,0.205873684,0.160407143
MPRIP,-0.070849937,0.081245082,-0.806672929,0.421413789,0.739423956,-6.111700492,0.032463158,0.103313095
SERPINE1,-0.144067293,1.419762295,-0.806676809,0.421411562,0.739423956,-6.111697434,1.320568421,1.464635714
CTRB1,-0.114306454,0.591547541,-0.806114132,0.421734661,0.739545447,-6.112140815,0.512844737,0.62715119
PRELP,-0.064326566,0.651511475,-0.805460164,0.422110367,0.73976289,-6.112655748,0.607221053,0.671547619
LILRA5,0.061106704,0.523934426,0.802708546,0.423693348,0.741576645,-6.114817837,0.566007895,0.50490119
GSN,-0.038379825,-0.037087705,-0.802345847,0.423902267,0.741576645,-6.115102282,-0.063513158,-0.025133333
DNAJC6,-0.206404386,3.467643443,-0.802785669,0.423648932,0.741576645,-6.114757337,3.325528947,3.531933333
CHMP6,-0.108146742,1.554295902,-0.800520228,0.424954774,0.742975658,-6.116532086,1.479834211,1.587980952
IL9,-0.102480639,-0.02762377,-0.798090449,0.426357986,0.743659419,-6.118430063,-0.098184211,0.004296429
CDH22,0.067957143,0.178709836,0.798748731,0.425977554,0.743659419,-6.117916422,0.2255,0.157542857
CASC3,-0.203348246,1.976328689,-0.798564129,0.426084219,0.743659419,-6.118060505,1.836318421,2.039666667
DCTN1,0.164309398,2.626492623,0.798222583,0.426281607,0.743659419,-6.118326995,2.739623684,2.575314286
PPY,0.16278515,0.4699,0.79666091,0.42718483,0.743777378,-6.119544053,0.581981579,0.419196429
GALNT10,-0.049112782,0.658881148,-0.796775305,0.427118629,0.743777378,-6.119454982,0.625065789,0.674178571
MED18,-0.163980827,2.489181148,-0.797311278,0.426808541,0.743777378,-6.119037489,2.376276316,2.540257143
CSF2RA,-0.109779762,0.974336066,-0.795904134,0.427622931,0.744099345,-6.120132983,0.89875,1.008529762
IL17A,-0.185033772,-0.336091803,-0.794058425,0.42869253,0.745385688,-6.121567007,-0.463492105,-0.278458333
VSIG10,0.070416604,0.236003279,0.79375346,0.428869411,0.745385688,-6.121803632,0.284486842,0.214070238
LCAT,0.050604825,0.252020492,0.792605442,0.42953565,0.746102408,-6.122693585,0.286863158,0.236258333
C2orf69,-0.159652193,1.435163934,-0.791793095,0.430007453,0.746480747,-6.123322553,1.325239474,1.484891667
P4HB,-0.070344048,0.911833607,-0.790356813,0.430842377,0.747488634,-6.124433046,0.8634,0.933744048
VEGFD,0.120377444,0.074130328,0.789563945,0.431303686,0.747847512,-6.125045214,0.157013158,0.036635714
VTCN1,0.058968609,0.049706557,0.787811547,0.4323243,0.74810048,-6.126396074,0.090307895,0.031339286
PTK7,-0.068527882,0.856577869,-0.786256127,0.433231377,0.74810048,-6.127592601,0.809394737,0.877922619
SLC44A4,-0.129585714,0.215822951,-0.786845118,0.432887763,0.74810048,-6.127139787,0.1266,0.256185714
AFAP1,-0.199235213,1.050133607,-0.786315605,0.43319667,0.74810048,-6.12754689,0.912955263,1.112190476
GOPC,-0.176989286,3.416161475,-0.788100429,0.432155955,0.74810048,-6.126173589,3.2943,3.471289286
MINDY1,-0.178911717,2.62572459,-0.787727586,0.432373235,0.74810048,-6.126460721,2.502539474,2.68145119
TNIP1,0.284795677,3.561003279,0.786434087,0.433127539,0.74810048,-6.127455821,3.757092105,3.472296429
GFOD2,0.239678008,-0.237242623,0.78558789,0.433621415,0.748334316,-6.128105932,-0.072218421,-0.311896429
IVD,0.182396679,0.740968033,0.782844333,0.435224937,0.75066085,-6.130208972,0.866552632,0.684155952
TPR,0.292659586,2.191109836,0.78161809,0.435942755,0.751457922,-6.131146578,2.392613158,2.099953571
DNER,0.056507143,-0.281856557,0.781059415,0.436270021,0.751581238,-6.131573268,-0.24295,-0.299457143
IL18RAP,0.251688095,-2.973643443,0.780232294,0.436754803,0.751975611,-6.13220443,-2.80035,-3.052038095
SCIN,-0.125075439,0.05042541,-0.778260197,0.437911931,0.753085528,-6.133706632,-0.035692105,0.089383333
LAIR1,-0.08203797,0.968111475,-0.7785847,0.437721407,0.753085528,-6.133459708,0.911626316,0.993664286
ITM2A,0.116523747,2.514707377,0.775793223,0.439361939,0.755137275,-6.135580499,2.594936842,2.478413095
HNRNPUL1,0.194061779,2.840407377,0.775271541,0.439668924,0.755223243,-6.135976004,2.974023684,2.779961905
CASP4,-0.253803008,-1.454831967,-0.774295627,0.440243538,0.755470589,-6.136715171,-1.629581579,-1.375778571
LRTM1,-0.103717794,0.23667541,-0.773847252,0.440507685,0.755470589,-6.137054466,0.165263158,0.268980952
SCAMP3,-0.151179323,2.612032787,-0.773717617,0.440584073,0.755470589,-6.137152528,2.507942105,2.659121429
REG1A,0.095131266,0.521015574,0.772113477,0.441529953,0.756651038,-6.138364618,0.586515789,0.491384524
IFNGR2,-0.091503133,0.237944262,-0.77065051,0.442393616,0.756953522,-6.139467868,0.174942105,0.266445238
METAP1,-0.068383772,0.153991803,-0.77023728,0.442637744,0.756953522,-6.139779117,0.106907895,0.175291667
SPTBN2,-0.125307268,1.20370082,-0.770881075,0.442257437,0.756953522,-6.139294132,1.117423684,1.242730952
SRPK2,-0.20151084,2.265718852,-0.770069848,0.442736681,0.756953522,-6.139905181,2.126973684,2.328484524
TMED10,0.124018296,-0.048547541,0.769106068,0.443306438,0.757100709,-6.140630311,0.036842105,-0.08717619
ZBTB17,0.162641792,2.053143443,0.769052737,0.443337979,0.757100709,-6.14067041,2.165126316,2.002484524
LIPF,0.114867607,0.888058197,0.766469134,0.44486748,0.758830831,-6.142609694,0.967147368,0.852279762
PDZK1,0.098888346,0.355615574,0.766727236,0.444714546,0.758830831,-6.142416251,0.423702632,0.324814286
GNPDA2,0.088769424,0.598409016,0.752369803,0.453267816,0.759207962,-6.153078948,0.659528947,0.570759524
TOP1MT,-0.071313972,0.139017213,-0.752792705,0.453014541,0.759207962,-6.15276773,0.089915789,0.161229762
COL18A1,-0.040380075,0.590786885,-0.755878361,0.451168999,0.759207962,-6.150491712,0.562984211,0.603364286
KLRC1,0.114198622,0.431381967,0.754970183,0.451711736,0.759207962,-6.151162553,0.510010526,0.395811905
PGLYRP4,-0.107834524,0.165446721,-0.751835196,0.453588107,0.759207962,-6.153472125,0.0912,0.199034524
DUOX2,-0.152065602,0.47857459,-0.754496538,0.45199494,0.759207962,-6.151512102,0.373873684,0.525939286
SULT2A1,0.100398622,-0.788516393,0.761816318,0.447629631,0.759207962,-6.146085857,-0.719389474,-0.819788095
CST5,0.108630263,0.874010656,0.752282084,0.453320362,0.759207962,-6.153143481,0.948805263,0.840175
CD58,-0.033184023,0.264053279,-0.760503074,0.448411022,0.759207962,-6.147063201,0.241205263,0.274389286
CILP,0.140834837,0.622147541,0.761065675,0.448076174,0.759207962,-6.146644706,0.719115789,0.578280952
GPR15L,0.117324561,0.485327049,0.755781645,0.45122678,0.759207962,-6.150563191,0.566107895,0.448783333
LILRB4,0.07633891,2.005109836,0.763115496,0.446857381,0.759207962,-6.145117338,2.057671053,1.981332143
IL11,0.147783333,0.454047541,0.751509546,0.453783272,0.759207962,-6.153711488,0.5558,0.408016667
MAEA,0.118125125,0.843894262,0.763734004,0.44649,0.759207962,-6.144655675,0.925226316,0.80710119
LRP11,-0.059640351,0.590890164,-0.762735431,0.447083217,0.759207962,-6.14540084,0.549826316,0.609466667
NFATC3,-0.139752757,1.136194262,-0.755453364,0.451422936,0.759207962,-6.150805743,1.039971053,1.17972381
WAS,-0.210330764,1.435607377,-0.756328027,0.450900412,0.759207962,-6.150159263,1.290789474,1.501120238
CPM,0.064758647,0.592577869,0.755453213,0.451423026,0.759207962,-6.150805855,0.637165789,0.572407143
IL4R,0.075201316,1.453698361,0.765567712,0.44540184,0.759207962,-6.143284792,1.505476316,1.430275
ACOT13,-0.224564223,3.442431148,-0.751991174,0.453494645,0.759207962,-6.153357439,3.287813158,3.512377381
CEACAM20,-0.077240226,0.256034426,-0.754469435,0.452011148,0.759207962,-6.151532097,0.202852632,0.280092857
CORO1A,0.310431767,3.234381148,0.756763448,0.450640421,0.759207962,-6.14983716,3.448121053,3.137689286
FUS,-0.161765539,1.479066393,-0.76304702,0.446898064,0.759207962,-6.145168426,1.367686842,1.529452381
GIMAP8,-0.204454511,2.12172459,-0.759370342,0.449085637,0.759207962,-6.147904862,1.980952632,2.185407143
HGS,-0.18885307,2.703185246,-0.751362327,0.453871517,0.759207962,-6.153819665,2.573155263,2.762008333
METAP2,-0.117921679,2.909739344,-0.762853521,0.447013041,0.759207962,-6.145312768,2.828547368,2.946469048
OTUD7B,-0.113465727,1.832721311,-0.763360551,0.446711803,0.759207962,-6.14493447,1.754597368,1.868063095
PIKFYVE,-0.203578634,1.566955738,-0.759853405,0.44879787,0.759207962,-6.147546081,1.426786842,1.630365476
PPP2R5A,0.314255326,3.408945902,0.757072088,0.450456183,0.759207962,-6.149608731,3.625318421,3.311063095
PRKAR1A,-0.163042043,2.122279508,-0.751872201,0.453565933,0.759207962,-6.153444919,2.010021053,2.173063095
SCN2A,-0.090309273,0.053532787,-0.762244251,0.447375177,0.759207962,-6.14576702,-0.008647368,0.081661905
SNAP29,-0.16093396,3.26697541,-0.755949813,0.451126315,0.759207962,-6.1504389,3.156168421,3.317102381
TNFAIP2,0.230268609,2.341912295,0.756123055,0.451022831,0.759207962,-6.150310829,2.500457895,2.270189286
YJU2,-0.153971617,1.26677377,-0.754268861,0.452131109,0.759207962,-6.15168005,1.160760526,1.314732143
LELP1,-0.08491416,-0.304458197,-0.750416337,0.454438792,0.759724465,-6.154514281,-0.362923684,-0.278009524
DCLRE1C,0.070670489,0.197394262,0.748770343,0.455426796,0.760477667,-6.155720825,0.246052632,0.175382143
TBR1,-0.06089812,0.11397459,-0.748372822,0.455665591,0.760477667,-6.156011822,0.072044737,0.132942857
ALDH1A1,0.150566479,2.300691803,0.74907503,0.455243817,0.760477667,-6.155497682,2.404360526,2.253794048
HBZ,0.242755576,1.273877869,0.746326152,0.456896173,0.760875039,-6.15750762,1.441021053,1.198265476
ITGB1BP1,-0.131063659,0.250972131,-0.74663089,0.456712826,0.760875039,-6.15728516,0.160731579,0.291795238
ARHGEF12,-0.150376817,3.804556557,-0.746254571,0.456939246,0.760875039,-6.157559861,3.701018421,3.851395238
GART,0.065267669,0.201122131,0.746853687,0.456578806,0.760875039,-6.157122461,0.246060526,0.180792857
GABARAP,-0.115248371,1.011943443,-0.745451747,0.457422494,0.761248419,-6.158145436,0.932592105,1.047840476
FARSA,-0.199708145,1.936243443,-0.744329264,0.458098642,0.761942224,-6.158963122,1.798739474,1.998447619
CDH23,-0.04364292,0.177986066,-0.74273641,0.459059101,0.763107861,-6.160121362,0.147936842,0.191579762
SMS,-0.123957268,1.109571311,-0.741247057,0.459958183,0.764170209,-6.161202115,1.024223684,1.148180952
TRIM58,0.155319236,2.759998361,0.7407172,0.460278284,0.764269987,-6.16158609,2.866939474,2.711620238
ARNTL,-0.103832143,0.109640984,-0.739400258,0.46107443,0.764296531,-6.162539266,0.03815,0.141982143
AMY1A_AMY1B_AMY1C,-0.083548935,0.09134918,-0.73965481,0.460920482,0.764296531,-6.162355157,0.033823684,0.117372619
RBP5,-0.094373246,0.976146721,-0.739889738,0.460778428,0.764296531,-6.162185186,0.911168421,1.005541667
RNASE10,-0.093875125,0.743659016,-0.734122518,0.464272847,0.765105383,-6.166342323,0.679023684,0.77289881
NHLRC3,-0.056413722,1.334010656,-0.735395185,0.463500443,0.765105383,-6.165427729,1.295168421,1.351582143
FAM20A,0.056474436,0.661897541,0.732825388,0.465060844,0.765105383,-6.167272882,0.700781579,0.644307143
REG3A,0.118719486,0.84685082,0.735661651,0.463338812,0.765105383,-6.165236036,0.928592105,0.809872619
ATP6V1D,0.055124436,0.169027049,0.731100594,0.466109808,0.765105383,-6.168507719,0.206981579,0.151857143
ADAM9,-0.058678697,0.87292541,-0.736516291,0.462820625,0.765105383,-6.164620753,0.832523684,0.891202381
DCN,-0.051451754,0.331207377,-0.731139751,0.466085979,0.765105383,-6.168479717,0.295781579,0.347233333
IFNGR1,0.041694236,0.462531967,0.732410806,0.465312858,0.765105383,-6.167569958,0.491239474,0.449545238
TNFRSF11A,-0.077562782,0.987319672,-0.732136289,0.465479772,0.765105383,-6.167766576,0.933915789,1.011478571
TYRO3,-0.042163722,0.15194918,-0.733243916,0.464806509,0.765105383,-6.166972809,0.122918421,0.165082143
ANKRD54,-0.1838349,2.432895902,-0.736681122,0.462720723,0.765105383,-6.164502005,2.306321053,2.490155952
NT5C,-0.155547744,3.405122131,-0.735564996,0.463397437,0.765105383,-6.165305577,3.298023684,3.453571429
ARFIP1,-0.142429511,2.135818852,-0.730181842,0.466669105,0.765105383,-6.169164307,2.037752632,2.180182143
ATXN3,0.180868922,3.811690984,0.733920567,0.464395481,0.765105383,-6.166487309,3.936223684,3.755354762
FXN,-0.135429386,2.29992541,-0.730581269,0.466425904,0.765105383,-6.168878956,2.206678947,2.342108333
MDM1,-0.086473684,0.817515574,-0.731580501,0.46581781,0.765105383,-6.168164427,0.757976316,0.84445
MVK,0.181975752,3.044663115,0.737451806,0.462253777,0.765105383,-6.163946434,3.169957895,2.987982143
PPME1,0.15110708,4.130695902,0.730017889,0.466768953,0.765105383,-6.16928139,4.234736842,4.083629762
RAD23B,-0.101245927,-0.114034426,-0.737276563,0.462359931,0.765105383,-6.164072813,-0.183744737,-0.08249881
SLC27A4,-0.174440351,1.744432787,-0.73297456,0.464970184,0.765105383,-6.167165949,1.624326316,1.798766667
MAPK9,0.124484461,0.91157623,0.729554165,0.467051425,0.765141661,-6.169612407,0.997286842,0.872802381
FSTL1,-0.031492857,0.287883607,-0.727044769,0.468581662,0.767220894,-6.171400055,0.2662,0.297692857
KIAA1549L,0.041225627,0.217996721,0.723004115,0.471051558,0.768767344,-6.174265713,0.246381579,0.205155952
CCL15,0.070125125,0.394443443,0.723441055,0.470784123,0.768767344,-6.173956595,0.442726316,0.37260119
MAPRE3,0.21453584,-0.066086885,0.722932161,0.471095606,0.768767344,-6.174316599,0.081626316,-0.132909524
NFU1,-0.199488283,2.530413115,-0.724807133,0.469948545,0.768767344,-6.172988957,2.393060526,2.59254881
PMVK,-0.144702444,5.333968033,-0.724520863,0.470123577,0.768767344,-6.173191881,5.234336842,5.379039286
STX4,0.198237343,2.08100082,0.723823257,0.47055026,0.768767344,-6.173686051,2.217492105,2.019254762
DSC2,0.065176566,0.884953279,0.72026242,0.472731582,0.770154167,-6.176201124,0.929828947,0.864652381
BTN1A1,-0.062987719,-0.885152459,-0.720435953,0.472625147,0.770154167,-6.17607884,-0.928521053,-0.865533333
RAB27B,-0.114095363,2.884931148,-0.720667305,0.47248327,0.770154167,-6.175915767,2.806373684,2.920469048
CES3,-0.089205013,-2.933782787,-0.718829347,0.47361105,0.771159488,-6.177209855,-2.995202632,-2.905997619
VCAM1,0.049802506,0.645036066,0.717736516,0.474282326,0.771824893,-6.177977753,0.679326316,0.62952381
OSMR,0.033332895,0.289807377,0.71684627,0.474829554,0.772010268,-6.178602445,0.312757895,0.279425
TLR2,-0.038904323,0.013828689,-0.716696593,0.474921594,0.772010268,-6.178707399,-0.012957895,0.025946429
PER3,-0.200223371,1.97385082,-0.715409339,0.475713565,0.772683905,-6.179609128,1.835992105,2.036215476
FAM3B,-0.053899123,0.361395082,-0.715168513,0.475861813,0.772683905,-6.17977765,0.324284211,0.378183333
NEB,-0.069140414,-0.005831967,-0.711640338,0.47803662,0.774006378,-6.182240092,-0.053436842,0.015703571
MUC13,0.078917168,0.720018852,0.712448388,0.477538044,0.774006378,-6.181677191,0.774355263,0.695438095
GHRL,0.136306892,1.363146721,0.710118506,0.47897639,0.774006378,-6.183298508,1.456997368,1.320690476
IL1RL2,-0.067766604,0.609622131,-0.710475783,0.478755671,0.774006378,-6.183050228,0.562963158,0.630729762
CRYM,-0.136580514,1.562131148,-0.710647022,0.478649902,0.774006378,-6.182931186,1.468092105,1.604672619
PBK,0.0702151,0.33997623,0.71091946,0.478481653,0.774006378,-6.182741734,0.388321053,0.318105952
EPPK1,0.182602193,2.825784426,0.711983837,0.477824642,0.774006378,-6.182000883,2.951510526,2.768908333
ZPR1,-0.125207331,-0.505181148,-0.712072412,0.477769989,0.774006378,-6.181939181,-0.591389474,-0.466182143
PSMD9,0.185090288,3.492971311,0.710005072,0.479046479,0.774006378,-6.18337731,3.620410526,3.435320238
RASSF2,0.318887469,2.502206557,0.709211599,0.479536913,0.774373069,-6.183928181,2.721768421,2.402880952
GLB1,-0.062534273,0.370809016,-0.70876691,0.47981189,0.774391622,-6.184236642,0.327752632,0.390286905
SLC9A3R2,0.074347118,-0.121695082,0.707877138,0.480362349,0.77442948,-6.184853259,-0.070505263,-0.144852381
EDNRB,-0.082570175,0.124764754,-0.707962573,0.480309479,0.77442948,-6.184794086,0.067913158,0.150483333
DHRS4L2,-0.085846366,0.689070492,-0.706452176,0.481244629,0.775426516,-6.185839167,0.629963158,0.715809524
BAX,0.203497556,3.34402377,0.705668526,0.481730214,0.775783616,-6.186380521,3.484136842,3.280639286
IL1B,-0.317110088,0.781969672,-0.704140989,0.482677521,0.776274675,-6.187434049,0.563631579,0.880741667
PDE5A,-0.148166541,2.705592623,-0.703899253,0.482827528,0.776274675,-6.187600565,2.603576316,2.751742857
PPP1R9B,-0.131912469,2.072206557,-0.704530049,0.482436147,0.776274675,-6.187165933,1.981381579,2.113294048
LILRA6,-0.122423246,0.300059836,-0.702622291,0.483620361,0.776900296,-6.188479236,0.215768421,0.338191667
BAG4,0.206460088,2.085965574,0.702421108,0.483745336,0.776900296,-6.188617525,2.228118421,2.021658333
CLTA,-0.093904825,0.695292623,-0.701008194,0.484623535,0.77788562,-6.189587625,0.630636842,0.724541667
RBKS,0.14458396,2.312931967,0.700228892,0.485108286,0.778238675,-6.190121861,2.412481579,2.267897619
DNAJC21,-0.1021,1.241698361,-0.698905831,0.48593188,0.77913464,-6.191027511,1.1714,1.2735
PARD3,-0.145132393,-0.99317541,-0.696799057,0.487244907,0.779342134,-6.192466114,-1.093102632,-0.947970238
SCN2B,-0.052687845,0.187979508,-0.696571009,0.487387153,0.779342134,-6.192621577,0.151702632,0.204390476
UHRF2,-0.103924311,0.60064918,-0.697174427,0.48701082,0.779342134,-6.192210109,0.529094737,0.633019048
PTRHD1,-0.14389505,3.716364754,-0.697808173,0.486615744,0.779342134,-6.19177758,3.617289474,3.761184524
TPMT,-0.192504699,2.492607377,-0.698003907,0.486493759,0.779342134,-6.191643913,2.360063158,2.552567857
BMP10,0.056726378,0.092181967,0.695269892,0.488199159,0.779368457,-6.193507601,0.131239474,0.074513095
PGF,0.050293233,0.88755082,0.695300821,0.488179849,0.779368457,-6.193486558,0.922178947,0.871885714
BST1,0.061371805,0.084222951,0.695649132,0.487962406,0.779368457,-6.193249519,0.126478947,0.065107143
PTPRN2,0.070409524,0.811571311,0.693938274,0.489030965,0.779442947,-6.194412693,0.86005,0.789640476
SLC13A1,-0.097655764,0.634727869,-0.693921512,0.489041441,0.779442947,-6.194424075,0.567489474,0.665145238
EPHA4,-0.051780764,0.107591803,-0.694083239,0.488940374,0.779442947,-6.194314245,0.071939474,0.123720238
ZNRD2,0.142339724,2.291337705,0.691418077,0.49060734,0.781091533,-6.196120943,2.389342105,2.247002381
IL2,0.096304574,0.177702459,0.691779871,0.490380869,0.781091533,-6.195876089,0.244010526,0.147705952
PLG,-0.044504511,0.201045082,-0.690332537,0.491287192,0.781410258,-6.196854848,0.170402632,0.214907143
APPL2,-0.16876015,3.012113934,-0.690249393,0.491339284,0.781410258,-6.196911013,2.895918421,3.064678571
FDX2,-0.125920301,0.706386066,-0.689150654,0.492027964,0.782082308,-6.197652588,0.619686842,0.745607143
CA5A,0.165501003,0.358559016,0.688541112,0.492410246,0.782266871,-6.198063483,0.472510526,0.307009524
NUDT15,-0.085073371,0.038967213,-0.687919119,0.492800502,0.782463897,-6.198482398,-0.019607895,0.065465476
